"p, q, n, Phi, e, k, d",N,Totient,E,Transparency Percentage,,,,,,,,
"[17, 257, 4369, 4096, 12163, 5449, 1835]",4369,4096,12163,0.14,,,,,,,,
"[17, 257, 4369, 4096, 12203, 2297, 771]",4369,4096,12203,0.14,,,,,,,,
"[17, 257, 4369, 4096, 12211, 5709, 1915]",4369,4096,12211,0.14,,,,,,,,
"[17, 257, 4369, 4096, 12227, 6815, 2283]",4369,4096,12227,0.14,,,,,,,,
"[17, 257, 4369, 4096, 12239, 5495, 1839]",4369,4096,12239,0.14,,,,,,,,
"[17, 257, 4369, 4096, 12251, 3311, 1107]",4369,4096,12251,0.14,,,,,,,,
"[17, 257, 4369, 4096, 12263, 2943, 983]",4369,4096,12263,0.14,,,,,,,,
"[17, 257, 4369, 4096, 12323, 11971, 3979]",4369,4096,12323,0.14,,,,,,,,
"[17, 257, 4369, 4096, 12343, 4264, 1415]",4369,4096,12343,0.14,,,,,,,,
"[17, 257, 4369, 4096, 12347, 6906, 2291]",4369,4096,12347,0.14,,,,,,,,
"[17, 257, 4369, 4096, 12379, 12243, 4051]",4369,4096,12379,0.14,,,,,,,,
"[17, 257, 4369, 4096, 12391, 8782, 2903]",4369,4096,12391,0.14,,,,,,,,
"[17, 257, 4369, 4096, 12451, 2368, 779]",4369,4096,12451,0.14,,,,,,,,
"[17, 257, 4369, 4096, 12479, 11891, 3903]",4369,4096,12479,0.14,,,,,,,,
"[17, 257, 4369, 4096, 12487, 753, 247]",4369,4096,12487,0.14,,,,,,,,
"[17, 257, 4369, 4096, 12491, 3815, 1251]",4369,4096,12491,0.14,,,,,,,,
"[17, 257, 4369, 4096, 12503, 2268, 743]",4369,4096,12503,0.14,,,,,,,,
"[17, 257, 4369, 4096, 12511, 8696, 2847]",4369,4096,12511,0.14,,,,,,,,
"[17, 257, 4369, 4096, 12527, 11007, 3599]",4369,4096,12527,0.14,,,,,,,,
"[17, 257, 4369, 4096, 12539, 7993, 2611]",4369,4096,12539,0.14,,,,,,,,
"[17, 257, 4369, 4096, 12547, 1308, 427]",4369,4096,12547,0.14,,,,,,,,
"[17, 257, 4369, 4096, 12583, 11474, 3735]",4369,4096,12583,0.14,,,,,,,,
"[17, 257, 4369, 4096, 12611, 2694, 875]",4369,4096,12611,0.14,,,,,,,,
"[17, 257, 4369, 4096, 12619, 305, 99]",4369,4096,12619,0.14,,,,,,,,
"[17, 257, 4369, 4096, 12647, 8173, 2647]",4369,4096,12647,0.14,,,,,,,,
"[17, 257, 4369, 4096, 12659, 9281, 3003]",4369,4096,12659,0.14,,,,,,,,
"[17, 257, 4369, 4096, 12671, 11480, 3711]",4369,4096,12671,0.14,,,,,,,,
"[17, 257, 4369, 4096, 12703, 8234, 2655]",4369,4096,12703,0.14,,,,,,,,
"[17, 257, 4369, 4096, 12739, 5508, 1771]",4369,4096,12739,0.14,,,,,,,,
"[17, 257, 4369, 4096, 12743, 12715, 4087]",4369,4096,12743,0.14,,,,,,,,
"[17, 257, 4369, 4096, 12763, 1854, 595]",4369,4096,12763,0.14,,,,,,,,
"[17, 257, 4369, 4096, 12791, 12613, 4039]",4369,4096,12791,0.14,,,,,,,,
"[17, 257, 4369, 4096, 12799, 11196, 3583]",4369,4096,12799,0.14,,,,,,,,
"[17, 257, 4369, 4096, 12823, 4530, 1447]",4369,4096,12823,0.14,,,,,,,,
"[17, 257, 4369, 4096, 12899, 12329, 3915]",4369,4096,12899,0.14,,,,,,,,
"[17, 257, 4369, 4096, 12907, 8278, 2627]",4369,4096,12907,0.14,,,,,,,,
"[17, 257, 4369, 4096, 12911, 10134, 3215]",4369,4096,12911,0.14,,,,,,,,
"[17, 257, 4369, 4096, 12919, 5876, 1863]",4369,4096,12919,0.14,,,,,,,,
"[17, 257, 4369, 4096, 12923, 10257, 3251]",4369,4096,12923,0.14,,,,,,,,
"[17, 257, 4369, 4096, 12959, 7590, 2399]",4369,4096,12959,0.14,,,,,,,,
"[17, 257, 4369, 4096, 12967, 4125, 1303]",4369,4096,12967,0.14,,,,,,,,
"[17, 257, 4369, 4096, 12979, 10124, 3195]",4369,4096,12979,0.14,,,,,,,,
"[17, 257, 4369, 4096, 12983, 8948, 2823]",4369,4096,12983,0.14,,,,,,,,
"[17, 257, 4369, 4096, 13003, 2346, 739]",4369,4096,13003,0.14,,,,,,,,
"[17, 257, 4369, 4096, 13007, 3401, 1071]",4369,4096,13007,0.14,,,,,,,,
"[17, 257, 4369, 4096, 13043, 5079, 1595]",4369,4096,13043,0.14,,,,,,,,
"[17, 257, 4369, 4096, 13063, 8748, 2743]",4369,4096,13063,0.14,,,,,,,,
"[17, 257, 4369, 4096, 13099, 2875, 899]",4369,4096,13099,0.14,,,,,,,,
"[17, 257, 4369, 4096, 13103, 3119, 975]",4369,4096,13103,0.14,,,,,,,,
"[17, 257, 4369, 4096, 13127, 5304, 1655]",4369,4096,13127,0.14,,,,,,,,
"[17, 257, 4369, 4096, 13147, 3964, 1235]",4369,4096,13147,0.14,,,,,,,,
"[17, 257, 4369, 4096, 13151, 7086, 2207]",4369,4096,13151,0.14,,,,,,,,
"[17, 257, 4369, 4096, 13159, 6859, 2135]",4369,4096,13159,0.14,,,,,,,,
"[17, 257, 4369, 4096, 13163, 1038, 323]",4369,4096,13163,0.14,,,,,,,,
"[17, 257, 4369, 4096, 13171, 8010, 2491]",4369,4096,13171,0.14,,,,,,,,
"[17, 257, 4369, 4096, 13183, 10296, 3199]",4369,4096,13183,0.14,,,,,,,,
"[17, 257, 4369, 4096, 13187, 2611, 811]",4369,4096,13187,0.14,,,,,,,,
"[17, 257, 4369, 4096, 13219, 6645, 2059]",4369,4096,13219,0.14,,,,,,,,
"[17, 257, 4369, 4096, 13259, 8193, 2531]",4369,4096,13259,0.14,,,,,,,,
"[17, 257, 4369, 4096, 13267, 10245, 3163]",4369,4096,13267,0.14,,,,,,,,
"[17, 257, 4369, 4096, 13291, 10601, 3267]",4369,4096,13291,0.14,,,,,,,,
"[17, 257, 4369, 4096, 13327, 9107, 2799]",4369,4096,13327,0.14,,,,,,,,
"[17, 257, 4369, 4096, 13331, 5087, 1563]",4369,4096,13331,0.14,,,,,,,,
"[17, 257, 4369, 4096, 13339, 5064, 1555]",4369,4096,13339,0.14,,,,,,,,
"[17, 257, 4369, 4096, 13367, 1276, 391]",4369,4096,13367,0.14,,,,,,,,
"[17, 257, 4369, 4096, 13399, 6199, 1895]",4369,4096,13399,0.14,,,,,,,,
"[17, 257, 4369, 4096, 13411, 11142, 3403]",4369,4096,13411,0.14,,,,,,,,
"[17, 257, 4369, 4096, 13451, 2637, 803]",4369,4096,13451,0.14,,,,,,,,
"[17, 257, 4369, 4096, 13463, 9384, 2855]",4369,4096,13463,0.14,,,,,,,,
"[17, 257, 4369, 4096, 13487, 1946, 591]",4369,4096,13487,0.14,,,,,,,,
"[17, 257, 4369, 4096, 13499, 379, 115]",4369,4096,13499,0.14,,,,,,,,
"[17, 257, 4369, 4096, 13523, 2836, 859]",4369,4096,13523,0.14,,,,,,,,
"[17, 257, 4369, 4096, 13567, 9324, 2815]",4369,4096,13567,0.14,,,,,,,,
"[17, 257, 4369, 4096, 13591, 2253, 679]",4369,4096,13591,0.14,,,,,,,,
"[17, 257, 4369, 4096, 13619, 11900, 3579]",4369,4096,13619,0.14,,,,,,,,
"[17, 257, 4369, 4096, 13627, 10177, 3059]",4369,4096,13627,0.14,,,,,,,,
"[17, 257, 4369, 4096, 13679, 8172, 2447]",4369,4096,13679,0.14,,,,,,,,
"[17, 257, 4369, 4096, 13687, 3659, 1095]",4369,4096,13687,0.14,,,,,,,,
"[17, 257, 4369, 4096, 13691, 1454, 435]",4369,4096,13691,0.14,,,,,,,,
"[17, 257, 4369, 4096, 13711, 8084, 2415]",4369,4096,13711,0.14,,,,,,,,
"[17, 257, 4369, 4096, 13723, 7354, 2195]",4369,4096,13723,0.14,,,,,,,,
"[17, 257, 4369, 4096, 13751, 6899, 2055]",4369,4096,13751,0.14,,,,,,,,
"[17, 257, 4369, 4096, 13759, 8811, 2623]",4369,4096,13759,0.14,,,,,,,,
"[17, 257, 4369, 4096, 13763, 2510, 747]",4369,4096,13763,0.14,,,,,,,,
"[17, 257, 4369, 4096, 13799, 11936, 3543]",4369,4096,13799,0.14,,,,,,,,
"[17, 257, 4369, 4096, 13807, 7817, 2319]",4369,4096,13807,0.14,,,,,,,,
"[17, 257, 4369, 4096, 13831, 6669, 1975]",4369,4096,13831,0.14,,,,,,,,
"[17, 257, 4369, 4096, 13859, 8266, 2443]",4369,4096,13859,0.14,,,,,,,,
"[17, 257, 4369, 4096, 13879, 13469, 3975]",4369,4096,13879,0.14,,,,,,,,
"[17, 257, 4369, 4096, 13883, 2559, 755]",4369,4096,13883,0.14,,,,,,,,
"[17, 257, 4369, 4096, 13903, 594, 175]",4369,4096,13903,0.14,,,,,,,,
"[17, 257, 4369, 4096, 13907, 12043, 3547]",4369,4096,13907,0.14,,,,,,,,
"[17, 257, 4369, 4096, 13931, 5452, 1603]",4369,4096,13931,0.14,,,,,,,,
"[17, 257, 4369, 4096, 13963, 992, 291]",4369,4096,13963,0.14,,,,,,,,
"[17, 257, 4369, 4096, 13967, 7362, 2159]",4369,4096,13967,0.14,,,,,,,,
"[17, 257, 4369, 4096, 13999, 270, 79]",4369,4096,13999,0.14,,,,,,,,
"[17, 257, 4369, 4096, 14011, 12653, 3699]",4369,4096,14011,0.14,,,,,,,,
"[17, 257, 4369, 4096, 14051, 12991, 3787]",4369,4096,14051,0.14,,,,,,,,
"[17, 257, 4369, 4096, 14071, 9478, 2759]",4369,4096,14071,0.14,,,,,,,,
"[17, 257, 4369, 4096, 14083, 10270, 2987]",4369,4096,14083,0.14,,,,,,,,
"[17, 257, 4369, 4096, 14087, 5912, 1719]",4369,4096,14087,0.14,,,,,,,,
"[17, 257, 4369, 4096, 14107, 9764, 2835]",4369,4096,14107,0.14,,,,,,,,
"[17, 257, 4369, 4096, 14143, 7731, 2239]",4369,4096,14143,0.14,,,,,,,,
"[17, 257, 4369, 4096, 14159, 13879, 4015]",4369,4096,14159,0.14,,,,,,,,
"[17, 257, 4369, 4096, 14207, 7544, 2175]",4369,4096,14207,0.14,,,,,,,,
"[17, 257, 4369, 4096, 14243, 3599, 1035]",4369,4096,14243,0.14,,,,,,,,
"[17, 257, 4369, 4096, 14251, 9808, 2819]",4369,4096,14251,0.14,,,,,,,,
"[17, 257, 4369, 4096, 14303, 3684, 1055]",4369,4096,14303,0.14,,,,,,,,
"[17, 257, 4369, 4096, 14323, 8263, 2363]",4369,4096,14323,0.14,,,,,,,,
"[17, 257, 4369, 4096, 14327, 8755, 2503]",4369,4096,14327,0.14,,,,,,,,
"[17, 257, 4369, 4096, 14347, 3261, 931]",4369,4096,14347,0.14,,,,,,,,
"[17, 257, 4369, 4096, 14387, 2680, 763]",4369,4096,14387,0.14,,,,,,,,
"[17, 257, 4369, 4096, 14407, 1319, 375]",4369,4096,14407,0.14,,,,,,,,
"[17, 257, 4369, 4096, 14411, 1249, 355]",4369,4096,14411,0.14,,,,,,,,
"[17, 257, 4369, 4096, 14419, 10684, 3035]",4369,4096,14419,0.14,,,,,,,,
"[17, 257, 4369, 4096, 14423, 3067, 871]",4369,4096,14423,0.14,,,,,,,,
"[17, 257, 4369, 4096, 14431, 3266, 927]",4369,4096,14431,0.14,,,,,,,,
"[17, 257, 4369, 4096, 14447, 5922, 1679]",4369,4096,14447,0.14,,,,,,,,
"[17, 257, 4369, 4096, 14479, 5822, 1647]",4369,4096,14479,0.14,,,,,,,,
"[17, 257, 4369, 4096, 14503, 13678, 3863]",4369,4096,14503,0.14,,,,,,,,
"[17, 257, 4369, 4096, 14519, 4562, 1287]",4369,4096,14519,0.14,,,,,,,,
"[17, 257, 4369, 4096, 14543, 12892, 3631]",4369,4096,14543,0.14,,,,,,,,
"[17, 257, 4369, 4096, 14551, 9915, 2791]",4369,4096,14551,0.14,,,,,,,,
"[17, 257, 4369, 4096, 14563, 11644, 3275]",4369,4096,14563,0.14,,,,,,,,
"[17, 257, 4369, 4096, 14591, 6380, 1791]",4369,4096,14591,0.14,,,,,,,,
"[17, 257, 4369, 4096, 14627, 13295, 3723]",4369,4096,14627,0.14,,,,,,,,
"[17, 257, 4369, 4096, 14639, 12634, 3535]",4369,4096,14639,0.14,,,,,,,,
"[17, 257, 4369, 4096, 14683, 13604, 3795]",4369,4096,14683,0.14,,,,,,,,
"[17, 257, 4369, 4096, 14699, 10346, 2883]",4369,4096,14699,0.14,,,,,,,,
"[17, 257, 4369, 4096, 14723, 12117, 3371]",4369,4096,14723,0.14,,,,,,,,
"[17, 257, 4369, 4096, 14731, 5650, 1571]",4369,4096,14731,0.14,,,,,,,,
"[17, 257, 4369, 4096, 14747, 4216, 1171]",4369,4096,14747,0.14,,,,,,,,
"[17, 257, 4369, 4096, 14759, 12997, 3607]",4369,4096,14759,0.14,,,,,,,,
"[17, 257, 4369, 4096, 14767, 12283, 3407]",4369,4096,14767,0.14,,,,,,,,
"[17, 257, 4369, 4096, 14771, 12445, 3451]",4369,4096,14771,0.14,,,,,,,,
"[17, 257, 4369, 4096, 14779, 3186, 883]",4369,4096,14779,0.14,,,,,,,,
"[17, 257, 4369, 4096, 14783, 5771, 1599]",4369,4096,14783,0.14,,,,,,,,
"[17, 257, 4369, 4096, 14827, 6266, 1731]",4369,4096,14827,0.14,,,,,,,,
"[17, 257, 4369, 4096, 14831, 4689, 1295]",4369,4096,14831,0.14,,,,,,,,
"[17, 257, 4369, 4096, 14843, 8534, 2355]",4369,4096,14843,0.14,,,,,,,,
"[17, 257, 4369, 4096, 14851, 620, 171]",4369,4096,14851,0.14,,,,,,,,
"[17, 257, 4369, 4096, 14867, 98, 27]",4369,4096,14867,0.14,,,,,,,,
"[17, 257, 4369, 4096, 14879, 1740, 479]",4369,4096,14879,0.14,,,,,,,,
"[17, 257, 4369, 4096, 14887, 5201, 1431]",4369,4096,14887,0.14,,,,,,,,
"[17, 257, 4369, 4096, 14891, 4199, 1155]",4369,4096,14891,0.14,,,,,,,,
"[17, 257, 4369, 4096, 14923, 14351, 3939]",4369,4096,14923,0.14,,,,,,,,
"[17, 257, 4369, 4096, 14939, 5438, 1491]",4369,4096,14939,0.14,,,,,,,,
"[17, 257, 4369, 4096, 14947, 6813, 1867]",4369,4096,14947,0.14,,,,,,,,
"[17, 257, 4369, 4096, 14951, 1252, 343]",4369,4096,14951,0.14,,,,,,,,
"[17, 257, 4369, 4096, 14983, 10502, 2871]",4369,4096,14983,0.14,,,,,,,,
"[17, 257, 4369, 4096, 15031, 2844, 775]",4369,4096,15031,0.14,,,,,,,,
"[17, 257, 4369, 4096, 15083, 12973, 3523]",4369,4096,15083,0.14,,,,,,,,
"[17, 257, 4369, 4096, 15091, 13422, 3643]",4369,4096,15091,0.14,,,,,,,,
"[17, 257, 4369, 4096, 15107, 7240, 1963]",4369,4096,15107,0.14,,,,,,,,
"[17, 257, 4369, 4096, 15131, 6690, 1811]",4369,4096,15131,0.14,,,,,,,,
"[17, 257, 4369, 4096, 15139, 11868, 3211]",4369,4096,15139,0.14,,,,,,,,
"[17, 257, 4369, 4096, 15187, 812, 219]",4369,4096,15187,0.14,,,,,,,,
"[17, 257, 4369, 4096, 15199, 590, 159]",4369,4096,15199,0.14,,,,,,,,
"[17, 257, 4369, 4096, 15227, 11134, 2995]",4369,4096,15227,0.14,,,,,,,,
"[17, 257, 4369, 4096, 15259, 2455, 659]",4369,4096,15259,0.14,,,,,,,,
"[17, 257, 4369, 4096, 15263, 354, 95]",4369,4096,15263,0.14,,,,,,,,
"[17, 257, 4369, 4096, 15271, 11539, 3095]",4369,4096,15271,0.14,,,,,,,,
"[17, 257, 4369, 4096, 15287, 1937, 519]",4369,4096,15287,0.14,,,,,,,,
"[17, 257, 4369, 4096, 15299, 12352, 3307]",4369,4096,15299,0.14,,,,,,,,
"[17, 257, 4369, 4096, 15307, 1805, 483]",4369,4096,15307,0.14,,,,,,,,
"[17, 257, 4369, 4096, 15319, 7566, 2023]",4369,4096,15319,0.14,,,,,,,,
"[17, 257, 4369, 4096, 15331, 1718, 459]",4369,4096,15331,0.14,,,,,,,,
"[17, 257, 4369, 4096, 15359, 3836, 1023]",4369,4096,15359,0.14,,,,,,,,
"[17, 257, 4369, 4096, 15383, 11203, 2983]",4369,4096,15383,0.14,,,,,,,,
"[17, 257, 4369, 4096, 15391, 15267, 4063]",4369,4096,15391,0.14,,,,,,,,
"[17, 257, 4369, 4096, 15427, 403, 107]",4369,4096,15427,0.14,,,,,,,,
"[17, 257, 4369, 4096, 15439, 10309, 2735]",4369,4096,15439,0.14,,,,,,,,
"[17, 257, 4369, 4096, 15443, 7582, 2011]",4369,4096,15443,0.14,,,,,,,,
"[17, 257, 4369, 4096, 15451, 3693, 979]",4369,4096,15451,0.14,,,,,,,,
"[17, 257, 4369, 4096, 15467, 253, 67]",4369,4096,15467,0.14,,,,,,,,
"[17, 257, 4369, 4096, 15511, 3056, 807]",4369,4096,15511,0.14,,,,,,,,
"[17, 257, 4369, 4096, 15527, 10762, 2839]",4369,4096,15527,0.14,,,,,,,,
"[17, 257, 4369, 4096, 15551, 3155, 831]",4369,4096,15551,0.14,,,,,,,,
"[17, 257, 4369, 4096, 15559, 4828, 1271]",4369,4096,15559,0.14,,,,,,,,
"[17, 257, 4369, 4096, 15583, 14727, 3871]",4369,4096,15583,0.14,,,,,,,,
"[17, 257, 4369, 4096, 15607, 4660, 1223]",4369,4096,15607,0.14,,,,,,,,
"[17, 257, 4369, 4096, 15619, 5533, 1451]",4369,4096,15619,0.14,,,,,,,,
"[17, 257, 4369, 4096, 15643, 4961, 1299]",4369,4096,15643,0.14,,,,,,,,
"[17, 257, 4369, 4096, 15647, 14543, 3807]",4369,4096,15647,0.14,,,,,,,,
"[17, 257, 4369, 4096, 15667, 5856, 1531]",4369,4096,15667,0.14,,,,,,,,
"[17, 257, 4369, 4096, 15671, 8352, 2183]",4369,4096,15671,0.14,,,,,,,,
"[17, 257, 4369, 4096, 15679, 2691, 703]",4369,4096,15679,0.14,,,,,,,,
"[17, 257, 4369, 4096, 15683, 7271, 1899]",4369,4096,15683,0.14,,,,,,,,
"[17, 257, 4369, 4096, 15727, 1532, 399]",4369,4096,15727,0.14,,,,,,,,
"[17, 257, 4369, 4096, 15731, 15466, 4027]",4369,4096,15731,0.14,,,,,,,,
"[17, 257, 4369, 4096, 15739, 9541, 2483]",4369,4096,15739,0.14,,,,,,,,
"[17, 257, 4369, 4096, 15767, 2121, 551]",4369,4096,15767,0.14,,,,,,,,
"[17, 257, 4369, 4096, 15787, 4945, 1283]",4369,4096,15787,0.14,,,,,,,,
"[17, 257, 4369, 4096, 15791, 9187, 2383]",4369,4096,15791,0.14,,,,,,,,
"[17, 257, 4369, 4096, 15803, 15259, 3955]",4369,4096,15803,0.14,,,,,,,,
"[17, 257, 4369, 4096, 15823, 9082, 2351]",4369,4096,15823,0.14,,,,,,,,
"[17, 257, 4369, 4096, 15859, 3202, 827]",4369,4096,15859,0.14,,,,,,,,
"[17, 257, 4369, 4096, 15887, 927, 239]",4369,4096,15887,0.14,,,,,,,,
"[17, 257, 4369, 4096, 15907, 1534, 395]",4369,4096,15907,0.14,,,,,,,,
"[17, 257, 4369, 4096, 15919, 8764, 2255]",4369,4096,15919,0.14,,,,,,,,
"[17, 257, 4369, 4096, 15923, 12918, 3323]",4369,4096,15923,0.14,,,,,,,,
"[17, 257, 4369, 4096, 15959, 13368, 3431]",4369,4096,15959,0.14,,,,,,,,
"[17, 257, 4369, 4096, 15971, 3287, 843]",4369,4096,15971,0.14,,,,,,,,
"[17, 257, 4369, 4096, 15991, 11271, 2887]",4369,4096,15991,0.14,,,,,,,,
"[17, 257, 4369, 4096, 16007, 7218, 1847]",4369,4096,16007,0.14,,,,,,,,
"[17, 257, 4369, 4096, 16063, 1251, 319]",4369,4096,16063,0.14,,,,,,,,
"[17, 257, 4369, 4096, 16067, 1926, 491]",4369,4096,16067,0.14,,,,,,,,
"[17, 257, 4369, 4096, 16087, 4929, 1255]",4369,4096,16087,0.14,,,,,,,,
"[17, 257, 4369, 4096, 16091, 13400, 3411]",4369,4096,16091,0.14,,,,,,,,
"[17, 257, 4369, 4096, 16103, 4871, 1239]",4369,4096,16103,0.14,,,,,,,,
"[17, 257, 4369, 4096, 16111, 59, 15]",4369,4096,16111,0.14,,,,,,,,
"[17, 257, 4369, 4096, 16127, 1004, 255]",4369,4096,16127,0.14,,,,,,,,
"[17, 257, 4369, 4096, 16139, 4677, 1187]",4369,4096,16139,0.14,,,,,,,,
"[17, 257, 4369, 4096, 16183, 6602, 1671]",4369,4096,16183,0.14,,,,,,,,
"[17, 257, 4369, 4096, 16187, 1972, 499]",4369,4096,16187,0.14,,,,,,,,
"[17, 257, 4369, 4096, 16223, 12797, 3231]",4369,4096,16223,0.14,,,,,,,,
"[17, 257, 4369, 4096, 16231, 12518, 3159]",4369,4096,16231,0.14,,,,,,,,
"[17, 257, 4369, 4096, 16267, 139, 35]",4369,4096,16267,0.14,,,,,,,,
"[17, 257, 4369, 4096, 16319, 251, 63]",4369,4096,16319,0.14,,,,,,,,
"[17, 257, 4369, 4096, 16339, 363, 91]",4369,4096,16339,0.14,,,,,,,,
"[17, 257, 4369, 4096, 16363, 779, 195]",4369,4096,16363,0.14,,,,,,,,
"[17, 257, 4369, 4096, 16411, 10333, 2579]",4369,4096,16411,0.14,,,,,,,,
"[17, 257, 4369, 4096, 16427, 14899, 3715]",4369,4096,16427,0.14,,,,,,,,
"[17, 257, 4369, 4096, 16447, 16186, 4031]",4369,4096,16447,0.14,,,,,,,,
"[17, 257, 4369, 4096, 16451, 12768, 3179]",4369,4096,16451,0.14,,,,,,,,
"[17, 257, 4369, 4096, 16487, 11685, 2903]",4369,4096,16487,0.14,,,,,,,,
"[17, 257, 4369, 4096, 16519, 5384, 1335]",4369,4096,16519,0.14,,,,,,,,
"[17, 257, 4369, 4096, 16547, 3147, 779]",4369,4096,16547,0.14,,,,,,,,
"[17, 257, 4369, 4096, 16567, 13489, 3335]",4369,4096,16567,0.14,,,,,,,,
"[17, 257, 4369, 4096, 16603, 11751, 2899]",4369,4096,16603,0.14,,,,,,,,
"[17, 257, 4369, 4096, 16607, 11543, 2847]",4369,4096,16607,0.14,,,,,,,,
"[17, 257, 4369, 4096, 16619, 8062, 1987]",4369,4096,16619,0.14,,,,,,,,
"[17, 257, 4369, 4096, 16631, 808, 199]",4369,4096,16631,0.14,,,,,,,,
"[17, 257, 4369, 4096, 16651, 2744, 675]",4369,4096,16651,0.14,,,,,,,,
"[17, 257, 4369, 4096, 16691, 2066, 507]",4369,4096,16691,0.14,,,,,,,,
"[17, 257, 4369, 4096, 16699, 16646, 4083]",4369,4096,16699,0.14,,,,,,,,
"[17, 257, 4369, 4096, 16703, 15394, 3775]",4369,4096,16703,0.14,,,,,,,,
"[17, 257, 4369, 4096, 16747, 3414, 835]",4369,4096,16747,0.14,,,,,,,,
"[17, 257, 4369, 4096, 16759, 8670, 2119]",4369,4096,16759,0.14,,,,,,,,
"[17, 257, 4369, 4096, 16763, 5971, 1459]",4369,4096,16763,0.14,,,,,,,,
"[17, 257, 4369, 4096, 16787, 4832, 1179]",4369,4096,16787,0.14,,,,,,,,
"[17, 257, 4369, 4096, 16811, 1063, 259]",4369,4096,16811,0.14,,,,,,,,
"[17, 257, 4369, 4096, 16823, 12646, 3079]",4369,4096,16823,0.14,,,,,,,,
"[17, 257, 4369, 4096, 16831, 14986, 3647]",4369,4096,16831,0.14,,,,,,,,
"[17, 257, 4369, 4096, 16843, 12513, 3043]",4369,4096,16843,0.14,,,,,,,,
"[17, 257, 4369, 4096, 16871, 1940, 471]",4369,4096,16871,0.14,,,,,,,,
"[17, 257, 4369, 4096, 16879, 13776, 3343]",4369,4096,16879,0.14,,,,,,,,
"[17, 257, 4369, 4096, 16883, 16071, 3899]",4369,4096,16883,0.14,,,,,,,,
"[17, 257, 4369, 4096, 16903, 12376, 2999]",4369,4096,16903,0.14,,,,,,,,
"[17, 257, 4369, 4096, 16927, 10443, 2527]",4369,4096,16927,0.14,,,,,,,,
"[17, 257, 4369, 4096, 16931, 14331, 3467]",4369,4096,16931,0.14,,,,,,,,
"[17, 257, 4369, 4096, 16943, 5092, 1231]",4369,4096,16943,0.14,,,,,,,,
"[17, 257, 4369, 4096, 16963, 11045, 2667]",4369,4096,16963,0.14,,,,,,,,
"[17, 257, 4369, 4096, 16979, 1969, 475]",4369,4096,16979,0.14,,,,,,,,
"[17, 257, 4369, 4096, 16987, 14677, 3539]",4369,4096,16987,0.14,,,,,,,,
"[17, 257, 4369, 4096, 17011, 2903, 699]",4369,4096,17011,0.14,,,,,,,,
"[17, 257, 4369, 4096, 17027, 12949, 3115]",4369,4096,17027,0.14,,,,,,,,
"[17, 257, 4369, 4096, 17047, 14013, 3367]",4369,4096,17047,0.14,,,,,,,,
"[17, 257, 4369, 4096, 17099, 3085, 739]",4369,4096,17099,0.14,,,,,,,,
"[17, 257, 4369, 4096, 17107, 5726, 1371]",4369,4096,17107,0.14,,,,,,,,
"[17, 257, 4369, 4096, 17123, 2989, 715]",4369,4096,17123,0.14,,,,,,,,
"[17, 257, 4369, 4096, 17159, 11491, 2743]",4369,4096,17159,0.14,,,,,,,,
"[17, 257, 4369, 4096, 17167, 12804, 3055]",4369,4096,17167,0.14,,,,,,,,
"[17, 257, 4369, 4096, 17183, 9527, 2271]",4369,4096,17183,0.14,,,,,,,,
"[17, 257, 4369, 4096, 17191, 13527, 3223]",4369,4096,17191,0.14,,,,,,,,
"[17, 257, 4369, 4096, 17203, 17182, 4091]",4369,4096,17203,0.14,,,,,,,,
"[17, 257, 4369, 4096, 17207, 2718, 647]",4369,4096,17207,0.14,,,,,,,,
"[17, 257, 4369, 4096, 17231, 3967, 943]",4369,4096,17231,0.14,,,,,,,,
"[17, 257, 4369, 4096, 17239, 9053, 2151]",4369,4096,17239,0.14,,,,,,,,
"[17, 257, 4369, 4096, 17291, 13116, 3107]",4369,4096,17291,0.14,,,,,,,,
"[17, 257, 4369, 4096, 17299, 2817, 667]",4369,4096,17299,0.14,,,,,,,,
"[17, 257, 4369, 4096, 17327, 3583, 847]",4369,4096,17327,0.14,,,,,,,,
"[17, 257, 4369, 4096, 17351, 15144, 3575]",4369,4096,17351,0.14,,,,,,,,
"[17, 257, 4369, 4096, 17359, 3454, 815]",4369,4096,17359,0.14,,,,,,,,
"[17, 257, 4369, 4096, 17383, 17209, 4055]",4369,4096,17383,0.14,,,,,,,,
"[17, 257, 4369, 4096, 17387, 13868, 3267]",4369,4096,17387,0.14,,,,,,,,
"[17, 257, 4369, 4096, 17419, 8314, 1955]",4369,4096,17419,0.14,,,,,,,,
"[17, 257, 4369, 4096, 17431, 3979, 935]",4369,4096,17431,0.14,,,,,,,,
"[17, 257, 4369, 4096, 17443, 12584, 2955]",4369,4096,17443,0.14,,,,,,,,
"[17, 257, 4369, 4096, 17467, 5403, 1267]",4369,4096,17467,0.14,,,,,,,,
"[17, 257, 4369, 4096, 17471, 12826, 3007]",4369,4096,17471,0.14,,,,,,,,
"[17, 257, 4369, 4096, 17483, 5886, 1379]",4369,4096,17483,0.14,,,,,,,,
"[17, 257, 4369, 4096, 17491, 17333, 4059]",4369,4096,17491,0.14,,,,,,,,
"[17, 257, 4369, 4096, 17519, 11561, 2703]",4369,4096,17519,0.14,,,,,,,,
"[17, 257, 4369, 4096, 17539, 11146, 2603]",4369,4096,17539,0.14,,,,,,,,
"[17, 257, 4369, 4096, 17551, 11445, 2671]",4369,4096,17551,0.14,,,,,,,,
